id;start;end;time;activity
6559;685;960;275;121
6559;960;1740;715;1
6560;240;530;290;1
6560;530;535;5;100
6560;535;535;5;61
6560;535;540;5;100
6560;540;545;5;42
6560;545;555;10;100
6560;555;930;375;1
6560;930;945;15;122
6560;945;960;15;64
6560;960;975;15;122
6560;975;1740;700;1
6561;240;470;230;1
6561;470;500;30;142
6561;500;1020;520;23
6561;1020;1050;30;142
6561;1050;1740;630;1
6562;240;945;705;1
6562;945;960;15;122
6562;960;990;30;32
6562;990;1005;15;122
6562;1005;1740;675;1
6563;240;510;270;1
6563;510;560;50;122
6563;560;750;190;22
6563;750;810;60;122
6563;810;1020;210;1
6563;1020;1050;30;100
6563;1050;1050;5;51
6563;1050;1080;30;100
6563;1080;1740;595;1
6564;240;555;315;1
6564;555;560;5;121
6564;560;565;5;33
6564;565;565;5;100
6564;565;600;35;53
6564;600;605;5;121
6564;605;615;10;33
6564;615;625;10;121
6564;625;630;5;54
6564;630;640;10;121
6564;640;1740;1035;1
6565;240;840;600;1
6565;840;900;60;141
6565;900;1110;210;54
6565;1110;1170;60;141
6565;1170;1170;5;1
6565;1170;1175;5;100
6565;1175;1230;55;53
6565;1230;1235;5;100
6565;1235;1740;440;1
6566;240;445;205;1
6566;445;450;5;121
6566;450;450;5;71
6566;450;455;5;121
6566;455;475;20;1
6566;475;475;5;100
6566;475;740;265;11
6566;740;740;5;100
6566;740;825;85;1
6566;825;870;45;121
6566;870;930;60;42
6566;930;975;45;121
6566;975;1740;690;1
6567;240;445;205;1
6567;445;505;30;122
6567;445;505;30;142
6567;505;720;215;24
6567;720;725;5;100
6567;725;745;20;53
6567;745;750;5;100
6567;750;990;240;24
6567;990;1050;60;141
6567;1050;1740;630;1
6568;240;495;255;1
6568;495;510;15;121
6568;510;720;210;11
6568;720;730;10;121
6568;730;795;65;51
6568;795;805;10;121
6568;805;1080;275;11
6568;1080;1100;20;121
6568;1100;1740;580;1
6569;240;420;180;1
6569;420;450;30;121
6569;450;1050;600;13
6569;1050;1080;30;121
6569;1080;1740;600;1
6570;240;450;210;1
6570;450;480;30;121
6570;480;480;5;71
6570;480;530;50;121
6570;530;1080;550;11
6570;1080;1140;60;121
6570;1140;1740;535;1
6571;240;585;345;1
6571;585;600;15;121
6571;600;640;40;61
6571;640;655;15;121
6571;655;720;65;1
6571;720;740;20;121
6571;740;745;5;64
6571;745;770;25;121
6571;770;780;10;11
6571;780;790;10;121
6571;790;790;5;61
6571;790;800;10;121
6571;800;1065;265;1
6571;1065;1065;5;121
6571;1065;1070;5;61
6571;1070;1070;5;121
6571;1070;1115;45;1
6571;1115;1115;5;121
6571;1115;1125;10;64
6571;1125;1125;5;121
6571;1125;1185;60;1
6571;1185;1190;5;122
6571;1190;1305;115;51
6571;1305;1310;5;122
6571;1310;1740;345;1
6572;240;590;350;1
6572;590;610;20;121
6572;610;670;60;34
6572;670;680;10;121
6572;680;840;160;1
6572;840;855;15;121
6572;855;945;90;33
6572;945;960;15;121
6572;960;1740;720;1
6573;240;465;225;13
6573;465;480;15;121
6573;480;490;10;13
6573;490;500;10;121
6573;500;510;10;13
6573;510;520;10;121
6573;520;1140;620;13
6573;1140;1145;5;100
6573;1145;1155;10;33
6573;1155;1155;5;100
6573;1155;1740;520;1
6574;240;500;260;1
6574;500;510;10;100
6574;510;570;60;22
6574;570;575;5;100
6574;575;660;85;26
6574;660;665;5;100
6574;665;720;55;22
6574;720;730;10;100
6574;730;810;80;1
6574;810;820;10;100
6574;820;930;110;22
6574;930;940;10;100
6574;940;1740;740;1
6575;240;510;270;1
6575;510;515;5;100
6575;515;520;5;33
6575;520;525;5;100
6575;525;570;45;1
6575;570;600;30;121
6575;600;645;45;54
6575;645;690;45;121
6575;690;870;180;1
6575;870;885;15;121
6575;885;960;75;51
6575;960;975;15;121
6575;975;1740;705;1
6576;240;645;405;1
6576;645;670;25;100
6576;670;670;5;52
6576;670;690;20;100
6576;690;1255;565;1
6576;1255;1260;5;121
6576;1260;1260;5;64
6576;1260;1265;5;121
6576;1265;1740;405;1
6577;240;465;225;1
6577;465;495;30;142
6577;495;1020;525;23
6577;1020;1050;30;142
6577;1050;1740;630;1
6578;240;600;360;1
6578;600;645;45;100
6578;645;645;5;52
6578;645;690;45;100
6578;690;1740;985;1
6579;240;600;360;1
6579;600;615;15;100
6579;615;615;5;52
6579;615;630;15;100
6579;630;1020;390;1
6579;1020;1035;15;100
6579;1035;1035;5;52
6579;1035;1050;15;100
6579;1050;1740;620;1
6580;240;450;210;1
6580;450;460;10;121
6580;460;725;265;11
6580;725;740;15;121
6580;740;795;55;54
6580;795;810;15;121
6580;810;1080;270;11
6580;1080;1095;15;121
6580;1095;1740;585;1
6581;240;675;435;1
6581;675;680;5;121
6581;680;685;5;42
6581;685;700;15;121
6581;700;1740;980;1
6582;240;420;180;1
6582;420;480;60;121
6582;480;600;120;13
6582;600;660;60;121
6582;660;725;65;13
6582;725;730;5;121
6582;730;790;60;13
6582;790;790;5;121
6582;790;800;10;13
6582;800;805;5;121
6582;805;835;30;13
6582;835;895;60;121
6582;895;1050;155;1
6582;1050;1050;5;100
6582;1050;1055;5;33
6582;1055;1055;5;100
6582;1055;1740;610;1
6583;240;470;230;1
6583;470;510;40;122
6583;510;1080;570;11
6583;1080;1110;30;121
6583;1110;1740;570;1
6584;240;460;220;1
6584;460;460;5;122
6584;460;465;5;64
6584;465;490;25;122
6584;490;955;465;23
6584;955;1010;55;141
6584;1010;1740;665;1
6585;240;490;250;1
6585;490;500;10;122
6585;500;990;490;22
6585;990;1005;15;122
6585;1005;1740;675;1
6586;240;500;260;1
6586;500;500;5;121
6586;500;515;15;61
6586;515;520;5;121
6586;520;975;455;1
6586;975;975;5;121
6586;975;980;5;64
6586;980;1050;70;121
6586;1050;1080;30;51
6586;1080;1100;20;121
6586;1100;1155;55;1
6586;1155;1160;5;122
6586;1160;1245;85;53
6586;1245;1250;5;122
6586;1250;1740;420;1
6587;240;420;180;1
6587;420;450;30;121
6587;450;540;90;11
6587;540;560;20;121
6587;560;585;25;13
6587;585;600;15;121
6587;600;660;60;13
6587;660;670;10;121
6587;670;745;75;11
6587;745;750;5;121
6587;750;810;60;53
6587;810;815;5;121
6587;815;840;25;11
6587;840;850;10;121
6587;850;930;80;13
6587;930;940;10;121
6587;940;1080;140;11
6587;1080;1120;40;121
6587;1120;1130;10;32
6587;1130;1140;10;121
6587;1140;1140;5;33
6587;1140;1145;5;121
6587;1145;1155;10;1
6587;1155;1160;5;121
6587;1160;1230;70;53
6587;1230;1235;5;121
6587;1235;1740;440;1
6588;240;615;375;1
6588;615;635;20;100
6588;635;635;5;33
6588;635;660;25;100
6588;660;1740;1015;1
6589;240;450;210;1
6589;450;460;10;121
6589;460;470;10;61
6589;470;500;30;121
6589;500;1000;500;11
6589;1000;1030;30;121
6589;1030;1035;5;64
6589;1035;1045;10;121
6589;1045;1075;30;32
6589;1075;1085;10;121
6589;1085;1740;595;1
6590;240;660;420;1
6590;660;675;15;121
6590;675;690;15;42
6590;690;705;15;121
6590;705;1110;405;1
6590;1110;1115;5;121
6590;1115;1170;55;51
6590;1170;1175;5;121
6590;1175;1740;505;1
6591;240;400;160;1
6591;400;475;75;141
6591;475;1065;590;24
6591;1065;1095;30;141
6591;1095;1200;105;91
6591;1200;1210;10;122
6591;1210;1740;470;1
6592;240;540;300;1
6592;540;550;10;121
6592;550;560;10;33
6592;560;565;5;121
6592;565;600;35;42
6592;600;610;10;121
6592;610;1260;650;1
6592;1260;1270;10;121
6592;1270;1740;410;54
6593;240;360;120;1
6593;360;525;165;121
6593;525;1050;525;13
6593;1050;1110;60;121
6593;1110;1125;15;32
6593;1125;1155;30;121
6593;1155;1740;525;54
6594;240;450;210;1
6594;450;480;30;121
6594;480;720;240;11
6594;720;725;5;121
6594;725;770;45;53
6594;770;775;5;121
6594;775;1020;245;11
6594;1020;1035;15;121
6594;1035;1035;5;64
6594;1035;1065;30;121
6594;1065;1075;10;1
6594;1075;1080;5;121
6594;1080;1100;20;33
6594;1100;1105;5;121
6594;1105;1225;120;1
6594;1225;1230;5;100
6594;1230;1440;210;51
6594;1440;1445;5;100
6594;1445;1740;230;1
6595;240;420;180;11
6595;420;430;10;121
6595;430;430;5;33
6595;430;450;20;121
6595;450;840;390;1
6595;840;850;10;121
6595;850;905;55;32
6595;905;910;5;121
6595;910;910;5;64
6595;910;930;20;121
6595;930;1090;160;1
6595;1090;1095;5;121
6595;1095;1100;5;64
6595;1100;1110;10;121
6595;1110;1110;5;61
6595;1110;1125;15;121
6595;1125;1220;95;1
6595;1220;1230;10;100
6595;1230;1440;210;51
6595;1440;1445;5;100
6595;1445;1740;220;1
6596;240;480;240;1
6596;480;540;60;121
6596;540;1080;540;11
6596;1080;1125;45;121
6596;1125;1230;105;1
6596;1230;1230;5;100
6596;1230;1380;150;91
6596;1380;1380;5;100
6596;1380;1740;290;1
6597;240;450;210;1
6597;450;480;30;122
6597;480;1020;540;43
6597;1020;1050;30;122
6597;1050;1740;630;1
6598;240;510;270;1
6598;510;510;5;121
6598;510;515;5;61
6598;515;540;25;121
6598;540;1020;480;11
6598;1020;1050;30;121
6598;1050;1060;10;64
6598;1060;1065;5;121
6598;1065;1740;610;1
6599;240;510;270;1
6599;510;515;5;122
6599;515;705;190;26
6599;705;780;75;122
6599;780;1740;900;1
6600;240;915;675;1
6600;915;945;30;100
6600;945;945;5;52
6600;945;975;30;100
6600;975;1740;700;1
6601;240;540;300;1
6601;540;540;5;100
6601;540;545;5;33
6601;545;545;5;100
6601;545;1740;1125;1
6602;240;465;225;1
6602;465;510;45;121
6602;510;750;240;11
6602;750;790;40;121
6602;790;810;20;32
6602;810;830;20;121
6602;830;1740;850;1
6603;240;810;570;1
6603;810;830;20;122
6603;830;1080;250;51
6603;1080;1100;20;122
6603;1100;1740;580;1
6604;240;600;360;1
6604;600;610;10;122
6604;610;660;50;32
6604;660;670;10;122
6604;670;1740;1010;1
6605;240;445;205;1
6605;445;460;15;121
6605;460;460;5;71
6605;460;475;15;121
6605;475;515;40;1
6605;515;520;5;121
6605;520;545;25;61
6605;545;550;5;121
6605;550;570;20;1
6605;570;580;10;182
6605;580;595;15;42
6605;595;610;15;182
6605;610;1065;455;1
6605;1065;1070;5;121
6605;1070;1085;15;64
6605;1085;1090;5;121
6605;1090;1100;10;1
6605;1100;1115;15;121
6605;1115;1125;10;64
6605;1125;1140;15;121
6605;1140;1740;535;1
6606;240;455;215;1
6606;455;505;25;122
6606;455;505;25;142
6606;505;760;255;24
6606;760;770;10;100
6606;770;795;25;51
6606;795;805;10;100
6606;805;1020;215;24
6606;1020;1080;30;122
6606;1020;1080;30;142
6606;1080;1740;600;1
6607;240;900;660;1
6607;900;925;25;100
6607;925;925;5;52
6607;925;945;20;100
6607;945;990;45;1
6607;990;995;5;121
6607;995;1075;80;32
6607;1075;1080;5;121
6607;1080;1085;5;33
6607;1085;1090;5;121
6607;1090;1740;585;1
6608;240;480;240;1
6608;480;480;5;121
6608;480;525;45;41
6608;525;525;5;121
6608;525;630;105;1
6608;630;630;5;121
6608;630;635;5;33
6608;635;635;5;121
6608;635;825;190;1
6608;825;840;15;121
6608;840;1035;195;54
6608;1035;1050;15;121
6608;1050;1740;610;1
6609;240;510;270;1
6609;510;515;5;121
6609;515;530;15;61
6609;530;535;5;121
6609;535;660;125;1
6609;660;670;10;121
6609;670;715;45;32
6609;715;725;10;121
6609;725;740;15;1
6609;740;750;10;121
6609;750;765;15;33
6609;765;775;10;121
6609;775;900;125;1
6609;900;900;5;121
6609;900;905;5;42
6609;905;905;5;121
6609;905;950;45;1
6609;950;960;10;121
6609;960;975;15;64
6609;975;980;5;121
6609;980;990;10;1
6609;990;1015;25;111
6609;1015;1015;5;52
6609;1015;1040;25;111
6609;1040;1740;625;1
6610;240;570;330;1
6610;570;575;5;100
6610;575;575;5;52
6610;575;580;5;100
6610;580;585;5;1
6610;585;595;10;121
6610;595;645;50;34
6610;645;655;10;121
6610;655;660;5;33
6610;660;660;5;121
6610;660;1740;1010;1
6611;240;600;360;1
6611;600;630;30;100
6611;630;630;5;52
6611;630;660;30;100
6611;660;1740;1015;1
6612;240;470;230;1
6612;470;490;20;142
6612;490;990;500;23
6612;990;1010;20;141
6612;1010;1740;670;1
6613;240;510;270;1
6613;510;515;5;121
6613;515;530;15;61
6613;530;535;5;100
6613;535;540;5;33
6613;540;545;5;100
6613;545;545;5;42
6613;545;555;10;121
6613;555;585;30;1
6613;585;605;20;121
6613;605;1320;715;11
6613;1320;1335;15;121
6613;1335;1740;340;1
6614;240;510;270;1
6614;510;515;5;122
6614;515;1080;565;26
6614;1080;1085;5;122
6614;1085;1740;595;1
6615;240;420;180;1
6615;420;440;20;121
6615;440;720;280;11
6615;720;730;10;121
6615;730;795;65;53
6615;795;810;15;121
6615;810;990;180;11
6615;990;1020;30;121
6615;1020;1035;15;1
6615;1035;1050;15;121
6615;1050;1110;60;51
6615;1110;1125;15;121
6615;1125;1170;45;1
6615;1170;1180;10;121
6615;1180;1275;95;53
6615;1275;1285;10;121
6615;1285;1740;395;1
6616;240;470;230;1
6616;470;475;5;122
6616;475;720;245;22
6616;720;725;5;122
6616;725;830;105;1
6616;830;835;5;122
6616;835;965;130;22
6616;965;980;15;122
6616;980;1050;70;54
6616;1050;1060;10;122
6616;1060;1740;620;1
6617;240;600;360;1
6617;600;615;15;100
6617;615;660;45;33
6617;660;675;15;100
6617;675;1740;1005;1
6618;240;900;660;1
6618;900;910;10;121
6618;910;915;5;91
6618;915;920;5;121
6618;920;970;50;32
6618;970;980;10;121
6618;980;1740;700;1
6619;240;285;45;11
6619;285;320;35;121
6619;320;930;610;1
6619;930;950;20;121
6619;950;1110;160;54
6619;1110;1130;20;121
6619;1130;1740;550;1
6620;240;510;270;1
6620;510;520;10;100
6620;520;525;5;61
6620;525;535;10;100
6620;535;980;445;1
6620;980;990;10;100
6620;990;990;5;64
6620;990;995;5;100
6620;995;1005;10;33
6620;1005;1020;15;100
6620;1020;1740;655;1
6621;240;450;210;1
6621;450;475;25;142
6621;475;630;155;23
6621;630;635;5;100
6621;635;710;75;27
6621;710;715;5;100
6621;715;1040;325;53
6621;1040;1065;25;142
6621;1065;1740;615;1
6622;240;495;255;1
6622;495;505;10;121
6622;505;740;235;11
6622;740;750;10;121
6622;750;795;45;1
6622;795;805;10;121
6622;805;1035;230;11
6622;1035;1050;15;121
6622;1050;1070;20;1
6622;1070;1080;10;121
6622;1080;1140;60;61
6622;1140;1155;15;100
6622;1155;1205;50;61
6622;1205;1215;10;121
6622;1215;1740;465;1
6623;240;430;190;1
6623;430;450;20;121
6623;450;735;285;11
6623;735;740;5;121
6623;740;830;90;51
6623;830;850;20;121
6623;850;1180;330;1
6623;1180;1190;10;100
6623;1190;1190;5;52
6623;1190;1195;5;100
6623;1195;1200;5;1
6623;1200;1205;5;121
6623;1205;1260;55;51
6623;1260;1265;5;121
6623;1265;1740;410;1
6624;240;470;230;1
6624;470;480;10;142
6624;480;1050;570;23
6624;1050;1060;10;142
6624;1060;1740;620;1
6625;240;480;240;1
6625;480;480;5;122
6625;480;1065;585;22
6625;1065;1065;5;122
6625;1065;1740;605;1
6626;240;510;270;1
6626;510;540;30;122
6626;540;1200;660;41
6626;1200;1230;30;122
6626;1230;1740;450;1
6627;240;450;210;1
6627;450;470;20;121
6627;470;1020;550;11
6627;1020;1040;20;121
6627;1040;1065;25;1
6627;1065;1080;15;100
6627;1080;1080;5;52
6627;1080;1095;15;100
6627;1095;1740;580;1
6628;240;510;270;1
6628;510;515;5;121
6628;515;540;25;61
6628;540;560;20;121
6628;560;690;130;13
6628;690;750;60;121
6628;750;840;90;13
6628;840;860;20;121
6628;860;1740;820;1
6629;240;870;630;1
6629;870;900;30;121
6629;900;1170;270;11
6629;1170;1200;30;121
6629;1200;1740;480;1
6630;240;480;240;1
6630;480;485;5;121
6630;485;735;250;11
6630;735;740;5;121
6630;740;750;10;32
6630;750;755;5;121
6630;755;1135;380;11
6630;1135;1140;5;121
6630;1140;1225;85;1
6630;1225;1230;5;121
6630;1230;1235;5;54
6630;1235;1235;5;121
6630;1235;1340;105;51
6630;1340;1345;5;121
6630;1345;1740;330;1
6631;240;270;30;1
6631;270;280;10;121
6631;280;780;500;11
6631;780;790;10;121
6631;790;840;50;1
6631;840;845;5;121
6631;845;870;25;54
6631;870;880;10;121
6631;880;895;15;32
6631;895;905;10;121
6631;905;1740;775;1
6632;240;480;240;1
6632;480;510;30;141
6632;510;750;240;24
6632;750;765;15;122
6632;765;820;55;53
6632;820;835;15;122
6632;835;1020;185;24
6632;1020;1050;30;141
6632;1050;1290;240;1
6632;1290;1310;20;122
6632;1310;1440;130;51
6632;1440;1460;20;122
6632;1460;1740;220;1
6633;240;510;270;1
6633;510;520;10;100
6633;520;530;10;61
6633;530;540;10;100
6633;540;570;30;1
6633;570;585;15;121
6633;585;720;135;32
6633;720;730;10;121
6633;730;780;50;11
6633;780;780;5;100
6633;780;820;40;53
6633;820;820;5;100
6633;820;1215;395;11
6633;1215;1230;15;121
6633;1230;1230;5;61
6633;1230;1235;5;121
6633;1235;1740;430;1
6634;240;510;270;1
6634;510;520;10;100
6634;520;720;200;26
6634;720;725;5;100
6634;725;795;70;53
6634;795;800;5;100
6634;800;990;190;26
6634;990;995;5;100
6634;995;1740;685;1
6635;240;480;240;1
6635;480;500;20;121
6635;500;750;250;11
6635;750;770;20;121
6635;770;870;100;1
6635;870;875;5;122
6635;875;940;65;32
6635;940;945;5;122
6635;945;1740;735;1
6636;240;580;340;1
6636;580;610;30;141
6636;610;720;110;25
6636;720;750;30;141
6636;750;870;120;1
6636;870;875;5;121
6636;875;940;65;32
6636;940;945;5;121
6636;945;1740;735;1
6637;240;480;240;1
6637;480;555;40;122
6637;480;555;35;133
6637;555;630;75;41
6637;630;650;20;133
6637;650;655;5;32
6637;655;670;15;100
6637;670;710;40;53
6637;710;760;50;122
6637;760;1140;380;1
6637;1140;1145;5;100
6637;1145;1150;5;33
6637;1150;1155;5;100
6637;1155;1740;525;1
6638;240;565;325;1
6638;565;590;25;100
6638;590;590;5;52
6638;590;615;25;100
6638;615;765;150;1
6638;765;830;65;121
6638;830;905;75;42
6638;905;930;25;121
6638;930;1050;120;51
6638;1050;1115;65;121
6638;1115;1740;560;1
6639;240;600;360;1
6639;600;610;10;100
6639;610;1080;470;51
6639;1080;1090;10;100
6639;1090;1740;590;1
6640;240;630;390;1
6640;630;635;5;100
6640;635;640;5;33
6640;640;640;5;100
6640;640;1740;1035;1
6641;240;420;180;1
6641;420;425;5;100
6641;425;425;5;33
6641;425;430;5;100
6641;430;540;110;1
6641;540;570;30;121
6641;570;690;120;61
6641;690;720;30;121
6641;720;840;120;1
6641;840;900;60;111
6641;900;900;5;52
6641;900;960;60;111
6641;960;1740;710;1
6642;240;630;390;1
6642;630;645;15;122
6642;645;655;10;33
6642;655;660;5;122
6642;660;675;15;32
6642;675;680;5;122
6642;680;730;50;32
6642;730;730;5;122
6642;730;740;10;33
6642;740;745;5;122
6642;745;755;10;32
6642;755;760;5;122
6642;760;1740;915;1
6643;240;510;270;1
6643;510;515;5;121
6643;515;525;10;32
6643;525;530;5;121
6643;530;600;70;1
6643;600;630;30;100
6643;630;630;5;52
6643;630;660;30;100
6643;660;1740;1015;1
6644;240;505;265;1
6644;505;505;5;121
6644;505;515;10;61
6644;515;540;25;121
6644;540;725;185;11
6644;725;750;25;121
6644;750;785;35;42
6644;785;810;25;121
6644;810;1145;335;11
6644;1145;1165;20;121
6644;1165;1740;510;1
6645;240;510;270;1
6645;510;520;10;100
6645;520;530;10;61
6645;530;540;10;100
6645;540;985;445;1
6645;985;985;5;121
6645;985;1005;20;64
6645;1005;1015;10;121
6645;1015;1025;10;61
6645;1025;1030;5;121
6645;1030;1060;30;32
6645;1060;1065;5;121
6645;1065;1170;105;1
6645;1170;1170;5;100
6645;1170;1170;5;64
6645;1170;1175;5;100
6645;1175;1740;490;1
6646;240;510;270;1
6646;510;520;10;100
6646;520;720;200;22
6646;720;730;10;100
6646;730;810;80;1
6646;810;815;5;100
6646;815;875;60;26
6646;875;880;5;100
6646;880;990;110;22
6646;990;1000;10;122
6646;1000;1080;80;51
6646;1080;1090;10;122
6646;1090;1110;20;1
6646;1110;1110;5;100
6646;1110;1170;60;54
6646;1170;1170;5;100
6646;1170;1740;500;1
6647;240;705;465;1
6647;705;710;5;100
6647;710;715;5;33
6647;715;720;5;100
6647;720;1050;330;1
6647;1050;1055;5;100
6647;1055;1115;60;51
6647;1115;1120;5;100
6647;1120;1740;560;1
6648;240;260;20;1
6648;260;295;35;121
6648;295;750;455;11
6648;750;765;15;121
6648;765;960;195;13
6648;960;980;20;121
6648;980;1020;40;1
6648;1020;1035;15;121
6648;1035;1200;165;13
6648;1200;1215;15;121
6648;1215;1740;465;1
6649;240;735;495;1
6649;735;750;15;121
6649;750;750;5;54
6649;750;780;30;100
6649;780;780;5;52
6649;780;810;30;100
6649;810;1050;240;54
6649;1050;1065;15;121
6649;1065;1740;605;1
6650;240;465;225;1
6650;465;495;30;100
6650;495;1020;525;23
6650;1020;1060;40;100
6650;1060;1740;620;1
6651;240;405;165;1
6651;405;435;30;121
6651;435;750;315;11
6651;750;755;5;100
6651;755;795;40;53
6651;795;800;5;100
6651;800;1020;220;11
6651;1020;1065;45;121
6651;1065;1140;75;1
6651;1140;1150;10;121
6651;1150;1220;70;51
6651;1220;1230;10;121
6651;1230;1260;30;1
6651;1260;1270;10;100
6651;1270;1270;5;52
6651;1270;1275;5;100
6651;1275;1740;400;1
6652;240;750;510;1
6652;750;760;10;121
6652;760;850;90;32
6652;850;860;10;121
6652;860;870;10;33
6652;870;875;5;121
6652;875;1740;805;1
6653;240;455;215;1
6653;455;540;85;121
6653;540;630;90;13
6653;630;700;70;121
6653;700;750;50;13
6653;750;780;30;121
6653;780;780;5;33
6653;780;810;30;121
6653;810;960;150;13
6653;960;990;30;121
6653;990;1110;120;13
6653;1110;1125;15;121
6653;1125;1200;75;54
6653;1200;1210;10;121
6653;1210;1740;465;1
6654;240;495;255;2
6654;495;780;60;142
6654;495;780;60;151
6654;495;780;55;139
6654;495;780;55;121
6654;495;780;55;151
6654;780;980;200;1
6654;980;990;10;121
6654;990;995;5;64
6654;995;1005;10;121
6654;1005;1020;15;1
6654;1020;1030;10;121
6654;1030;1065;35;33
6654;1065;1075;10;121
6654;1075;1740;605;1
6655;240;420;180;2
6655;420;430;10;122
6655;430;430;5;64
6655;430;435;5;122
6655;435;435;5;61
6655;435;450;15;122
6655;450;780;330;22
6655;780;790;10;100
6655;790;820;30;53
6655;820;830;10;100
6655;830;990;160;22
6655;990;1005;15;122
6655;1005;1020;15;1
6655;1020;1030;10;122
6655;1030;1080;50;33
6655;1080;1090;10;122
6655;1090;1740;580;1
6656;240;480;240;1
6656;480;485;5;121
6656;485;750;265;11
6656;750;755;5;121
6656;755;795;40;1
6656;795;800;5;121
6656;800;1050;250;11
6656;1050;1055;5;121
6656;1055;1070;15;34
6656;1070;1075;5;121
6656;1075;1160;85;1
6656;1160;1160;5;121
6656;1160;1165;5;34
6656;1165;1165;5;121
6656;1165;1740;505;1
6657;240;530;290;1
6657;530;540;10;121
6657;540;725;185;11
6657;725;735;10;121
6657;735;795;60;1
6657;795;805;10;121
6657;805;1110;305;11
6657;1110;1120;10;121
6657;1120;1740;560;1
6658;240;405;165;1
6658;405;480;20;122
6658;405;480;20;131
6658;405;480;20;133
6658;405;480;15;151
6658;480;960;480;24
6658;960;1030;20;131
6658;960;1030;20;133
6658;960;1030;15;122
6658;960;1030;15;151
6658;1030;1740;650;1
6659;240;510;270;1
6659;510;515;5;122
6659;515;705;190;22
6659;705;710;5;122
6659;710;840;130;1
6659;840;845;5;122
6659;845;990;145;22
6659;990;995;5;122
6659;995;1740;685;1
6660;240;450;210;54
6660;450;475;25;121
6660;475;960;485;11
6660;960;975;15;121
6660;975;1140;165;1
6660;1140;1150;10;121
6660;1150;1155;5;33
6660;1155;1160;5;121
6660;1160;1175;15;32
6660;1175;1190;15;121
6660;1190;1740;490;54
6661;240;600;360;1
6661;600;610;10;100
6661;610;625;15;42
6661;625;635;10;100
6661;635;1740;1045;1
6662;240;470;230;1
6662;470;490;20;121
6662;490;490;5;71
6662;490;495;5;121
6662;495;510;15;1
6662;510;515;5;121
6662;515;515;5;61
6662;515;530;15;121
6662;530;600;70;32
6662;600;615;15;121
6662;615;840;225;1
6662;840;845;5;122
6662;845;845;5;61
6662;845;845;5;121
6662;845;1045;200;1
6662;1045;1050;5;121
6662;1050;1050;5;74
6662;1050;1055;5;121
6662;1055;1080;25;1
6662;1080;1090;10;121
6662;1090;1100;10;64
6662;1100;1110;10;121
6662;1110;1740;545;1
6663;240;470;230;1
6663;470;490;10;122
6663;470;490;10;141
6663;490;1040;550;23
6663;1040;1050;5;122
6663;1040;1050;5;141
6663;1050;1740;630;1
6664;240;380;140;1
6664;380;390;10;121
6664;390;1125;735;11
6664;1125;1135;10;121
6664;1135;1145;10;1
6664;1145;1160;15;122
6664;1160;1260;100;51
6664;1260;1270;10;121
6664;1270;1740;410;1
6665;240;465;225;1
6665;465;470;5;121
6665;470;475;5;61
6665;475;510;35;121
6665;510;1080;570;11
6665;1080;1105;25;121
6665;1105;1110;5;64
6665;1110;1115;5;121
6665;1115;1155;40;1
6665;1155;1165;10;121
6665;1165;1260;95;51
6665;1260;1270;10;122
6665;1270;1740;410;1
6666;240;465;225;1
6666;465;465;5;121
6666;465;475;10;71
6666;475;510;35;121
6666;510;1040;530;11
6666;1040;1095;55;121
6666;1095;1100;5;33
6666;1100;1155;55;121
6666;1155;1190;35;1
6666;1190;1200;10;121
6666;1200;1200;5;61
6666;1200;1210;10;121
6666;1210;1230;20;1
6666;1230;1240;10;121
6666;1240;1305;65;51
6666;1305;1315;10;121
6666;1315;1740;355;1
6667;240;470;230;1
6667;470;475;5;122
6667;475;475;5;71
6667;475;510;35;122
6667;510;750;240;11
6667;750;755;5;100
6667;755;800;45;53
6667;800;810;10;100
6667;810;1070;260;11
6667;1070;1085;15;122
6667;1085;1085;5;64
6667;1085;1100;15;122
6667;1100;1100;5;61
6667;1100;1105;5;122
6667;1105;1740;560;1
6668;240;510;270;1
6668;510;540;30;121
6668;540;615;75;13
6668;615;635;20;121
6668;635;705;70;13
6668;705;735;30;121
6668;735;900;165;11
6668;900;930;30;121
6668;930;1020;90;13
6668;1020;1035;15;121
6668;1035;1050;15;64
6668;1050;1050;5;121
6668;1050;1740;625;1
6669;240;395;155;1
6669;395;445;20;121
6669;395;445;15;133
6669;395;445;15;151
6669;445;720;275;11
6669;720;720;5;100
6669;720;750;30;53
6669;750;750;5;100
6669;750;1050;300;11
6669;1050;1125;25;133
6669;1050;1125;25;121
6669;1050;1125;25;151
6669;1125;1740;545;1
6670;240;425;185;1
6670;425;435;10;121
6670;435;435;5;61
6670;435;475;20;121
6670;435;475;20;151
6670;475;750;275;11
6670;750;760;10;100
6670;760;825;65;53
6670;825;835;10;100
6670;835;1040;205;11
6670;1040;1090;25;121
6670;1040;1090;25;151
6670;1090;1120;30;1
6670;1120;1125;5;121
6670;1125;1125;5;61
6670;1125;1130;5;121
6670;1130;1180;50;1
6670;1180;1185;5;121
6670;1185;1195;10;64
6670;1195;1200;5;121
6670;1200;1240;40;1
6670;1240;1250;10;121
6670;1250;1285;35;61
6670;1285;1295;10;121
6670;1295;1740;375;1
6671;240;470;230;1
6671;470;480;10;122
6671;480;1025;545;23
6671;1025;1035;10;122
6671;1035;1110;75;1
6671;1110;1120;10;122
6671;1120;1190;70;51
6671;1190;1200;10;122
6671;1200;1740;480;1
6672;240;630;390;1
6672;630;645;15;100
